country_id ,country_name,notice_period,healthcare,other_benefits,employer_id,employer_name,employer_website,description,funding_stage,scale_up_xp,smb_customers,b2c_customers,last_funding_amount,industry,team_size,eng_team_size,tech_chalenges,employer_backend_stack,employer_frontend_stack ,tools_text ,architecture,dev_ops,,,company,current_employer?,experience_employer_id,experience_user_id,user_id,linkedin_profile,first_name,last_name,Type,seniority ,job,user_country_id,email,password,city,total_years_xp,next_jobs,english_fluent?,user_backend_stack 🚧,user_frontend_stack 🚧,years_xp_per_stack ,expected_wage,area_median_wage,full_remote_only,university,timezone,employed_more_one_year,current_job_tenure (years),empl. start_year,user_customer_id,tech_recruiter?,customer_id,customer_name,req_customer_id,req_id,req_title,,,,,,,,,,,email_template 
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute,true,16,139,139,https://www.linkedin.com/in/framirezolea,Fernanda,Verónica Ramírez Olea,Frontend,Senior,Frontend developer ,1,139@gmail.com,139@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,SimpliRoute,true,16,140,140,https://www.linkedin.com/in/jos%C3%A9-ignacio-moreno-vega-61783b173,José,Ignacio Moreno Vega,Frontend ,Mid-Senior,Software Engineer,1,140@gmail.com,140@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Talana,true,17,141,141,https://www.linkedin.com/in/sebasti%C3%A1n-d%C3%ADaz-10950049,Sebastián,Díaz,Full Stack ,Senior,FullStack developer ,1,141@gmail.com,141@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Talana,true,17,142,142,https://www.linkedin.com/in/alexander-gonzalez-martinez-6aaa1788,Alexander,Gonzalez Martinez,Full Stack ,Senior,Backend engineer ,1,142@gmail.com,142@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Talana,true,17,143,143,https://www.linkedin.com/in/arnaldo-jes%C3%BAs-paredes-marchena-57671a7b,Arnaldo,Jesús Paredes Marchena,Full Stack ,Senior,Full Stack developer ,1,143@gmail.com,143@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Talana,true,17,144,144,https://www.linkedin.com/in/edgardantonorsi,Edgard,Antonorsi Garcia,Backend ,Senior,Back-end Developer,1,144@gmail.com,144@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Time Jobs,true,18,145,145,https://www.linkedin.com/in/edson-p,Edson,Pérez Demanet,Full Stack ,Senior,Nodejs Developer,1,145@gmail.com,145@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Time Jobs,true,18,146,146,https://www.linkedin.com/in/alesh1415,alejandro,sanchez,Frontend,Senior,Lead Front End Developer,1,146@gmail.com,146@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Time Jobs,true,18,147,147,https://www.linkedin.com/in/yrnving-machado-3b119345,Yrnving,Machado,-,Senior,Tech lead ,1,147@gmail.com,147@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Time Jobs,true,18,148,148,https://www.linkedin.com/in/daniel-elver-valderrama-mejia-7b393a86,Daniel,Elver Valderrama Mejia,Frontend,Mid-Senior,Developer Web Frontend,1,148@gmail.com,148@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Webdox,true,19,149,149,https://www.linkedin.com/in/storresd,Sebastián,Torres Durán,Full Stack ,Senior ,Full Stack Engineer ,1,149@gmail.com,149@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Webdox,true,19,150,150,https://www.linkedin.com/in/yrvin-escorihuela-83aa23111,Yrvin,Escorihuela,Full Stack ,Senior ,Fullstack Engineer,1,150@gmail.com,150@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Webdox,true,19,151,151,https://www.linkedin.com/in/lporras,Luis,Alfredo Porras Páez,Backend ,Senior ,Technical Lead,1,151@gmail.com,151@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Webdox,true,19,152,152,https://www.linkedin.com/in/ecarrera,Emisael,Carrera,Frontend,Senior,Sr Frontend Developer,1,152@gmail.com,152@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Webdox,true,19,153,153,https://www.linkedin.com/in/javiercarrizobrass,Javier,Carrizo,Data,Senior,Data engineer,1,153@gmail.com,153@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,154,154,https://www.linkedin.com/in/pablo-molina-garc%C3%ADa-b96917125,Pablo,Molina García,Full Stack ,Senior,Full Stack developer ,1,154@gmail.com,154@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,155,155,https://www.linkedin.com/in/katherine-liberona-irarrazabal-76a843150,Katherine,Liberona Irarrazabal,Full Stack ,Mid-Senior,Full Stack Engineer ,1,155@gmail.com,155@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,156,156,https://www.linkedin.com/in/gabriel-jim%C3%A9nez-solari-2083a438,Gabriel,Jiménez Solari,Backend ,Senior,Tech Lead ,1,156@gmail.com,156@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,157,157,https://www.linkedin.com/in/claudiocardenasdiaz,Claudio,Cárdenas Díaz,Full Stack ,Senior ,Tech Lead ,1,157@gmail.com,157@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,158,158,https://www.linkedin.com/in/gabriel-zulian-219ab717b,Gabriel,Zulian,Backend ,Senior,Backend engineer ,1,158@gmail.com,158@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,159,159,https://www.linkedin.com/in/robertocossio,Roberto,Cossio Correa,Frontend,Senior,Frontend developer ,1,159@gmail.com,159@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,160,160,https://www.linkedin.com/in/crojasla,Carlos,Rojas,Backend ,Senior,Head of Architecture ,1,160@gmail.com,160@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,161,161,https://www.linkedin.com/in/cristtopher,Cristtopher,Quintana,Full Stack ,Senior,Senior developer,1,161@gmail.com,161@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,WherEX,true,20,162,162,https://www.linkedin.com/in/alexis-oyarzo-222ba6a4,Alexis,Oyarzo,Full Stack ,Senior,Full-Stack developer ,1,162@gmail.com,162@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,163,163,https://www.linkedin.com/in/pablotoroespinoza,Pablo,Toro Espinoza,Full Stack,Senior,Technical Lead,1,163@gmail.com,163@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,164,164,https://www.linkedin.com/in/pagondel,Patricio,Gonzalez del Valle,Full Stack,Senior,Technical Lead,1,164@gmail.com,164@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,165,165,https://www.linkedin.com/in/rogelio-meza,Rogelio,Meza,Manager,Senior,Software engineer ,1,165@gmail.com,165@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,166,166,https://www.linkedin.com/in/sebavidal,Sebastián,Vidal Aedo,Full Stack ,Senior,Fullstack engineer ,1,166@gmail.com,166@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,167,167,https://www.linkedin.com/in/driverosf,David,Riveros Fonseca,VP,Senior,VP of Engineering,1,167@gmail.com,167@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,168,168,https://www.linkedin.com/in/maximiliano-esteban-beltr%C3%A1n-oyarz%C3%BAn-890093129,Maximiliano,Esteban Beltrán Oyarzún,Full Stack,Mid-Senior,Technical Lead,1,168@gmail.com,168@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,169,169,https://www.linkedin.com/in/felipe-sandoval-salas-2a9680111,Felipe,Sandoval Salas,Frontend,Mid-Senior,Front-end developer,1,169@gmail.com,169@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,170,170,https://www.linkedin.com/in/heinz-m%C3%B6ller-71038a64,Heinz,Möller,Frontend,Senior,Front end Developer,1,170@gmail.com,170@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,171,171,https://www.linkedin.com/in/stefano-viacava,Stefano,Alessandro Viacava Fonseca,DevOps,Mid-Senior,QA engineer ,1,171@gmail.com,171@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,172,172,https://www.linkedin.com/in/cristhian-saavedra-cl,Cristhian,Saavedra,DevOps,Senior,DevOps Engineer ,1,172@gmail.com,172@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,173,173,https://www.linkedin.com/in/daniellopezdonoso,Daniel,López Donoso,Frontend,Mid-Senior,Frontend Developer,1,173@gmail.com,173@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Xepelin,true,21,174,174,https://www.linkedin.com/in/lfsagostini,Luis,Fernando Sanchez Agostini,Backend ,Mid-Senior,Technical Lead,1,174@gmail.com,174@gmail.com,Santiago 🇨🇱,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,175,175,https://www.linkedin.com/in/nicolas-burroni,Nicolás,Burroni,Full Stack,Senior,FullStack software engineer ,2,175@gmail.com,175@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,176,176,https://www.linkedin.com/in/nicolas-ambroa-6798294b,Nicolas,Ambroa,Full Stack,Senior,Software Engineer ,2,176@gmail.com,176@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,177,177,https://www.linkedin.com/in/agustinmedina11,Agustin,Medina,Full Stack,Mid-Senior,Software Engineer ,2,177@gmail.com,177@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,178,178,https://www.linkedin.com/in/mariano-rean-bb21b2119,Mariano,Rean,Backend,Mid-Senior,Software Engineer ,2,178@gmail.com,178@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,179,179,https://www.linkedin.com/in/nledesma92,Nicolás,Ledesma,Full Stack,Senior,Senior Software Engineer,2,179@gmail.com,179@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,180,180,https://www.linkedin.com/in/federico-brasburg-08680b32,Federico,Brasburg,Backend,Senior,Senior Software Engineer ,2,180@gmail.com,180@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,181,181,https://www.linkedin.com/in/leandro-bauret,Leandro,Bauret,Backend,Senior,Senior Software Engineer,2,181@gmail.com,181@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,182,182,https://www.linkedin.com/in/nicolas-battiato-37a79191,Nicolas,Battiato,Backend,Senior,Senior Software Engineer,2,182@gmail.com,182@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,183,183,https://www.linkedin.com/in/ramiro-ariel-vazquez-b84b74168,Ramiro,Ariel Vazquez,Full Stack,Senior,Software Engineer ,2,183@gmail.com,183@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,184,184,https://www.linkedin.com/in/david-cooper-developer,David,Cooper,Full Stack,Senior,MuleSoft Software Engineer,2,184@gmail.com,184@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,185,185,https://www.linkedin.com/in/alejandro-otero-2078ba35,Alejandro,Otero,Full Stack,Mid-Senior,Software Engineer,2,185@gmail.com,185@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,186,186,https://www.linkedin.com/in/francisco-di-giandomenico-57263b111,Francisco,Di Giandomenico,Full Stack,Mid-Senior,Software Engineer ,2,186@gmail.com,186@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,187,187,https://www.linkedin.com/in/sebiglesias,Sebastian,Iglesias,Full Stack,Senior,Senior Software Engineer ,2,187@gmail.com,187@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,188,188,https://www.linkedin.com/in/javier-isoldi-5a937091,Javier,Isoldi,Backend,Senior,Lead Software Engineer ,2,188@gmail.com,188@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,189,189,https://www.linkedin.com/in/fpiacentini,Federico,Piacentini,Full Stack,Mid-Senior,Software Engineer ,2,189@gmail.com,189@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,190,190,https://www.linkedin.com/in/ignacio-vazquez,Ignacio,Vazquez Agostinho,Full Stack,Mid-Senior,Software Engineer ,2,190@gmail.com,190@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,191,191,https://www.linkedin.com/in/tmsmateus,Tomás,Mateus,Backend,Senior,Software Engineer ,2,191@gmail.com,191@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,192,192,https://www.linkedin.com/in/carolina-wright,Carolina,Wright,Backend,Mid-Senior,Software Engineer,2,192@gmail.com,192@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,193,193,https://www.linkedin.com/in/camila-serra-b7546577,Camila,Serra,Full Stack,Senior,Software Engineer ,2,193@gmail.com,193@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,194,194,https://www.linkedin.com/in/mariana-d-abreu-462722174,Mariana,D'Abreu,Backend,Senior,Senior Software Engineer,2,194@gmail.com,194@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,195,195,https://www.linkedin.com/in/andres-martinez-4915b411b,Andres,Martinez,Backend,Senior,Software Engineer ,2,195@gmail.com,195@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,196,196,https://www.linkedin.com/in/alejoabdala,Alejo,Abdala,Backend,Senior,Lead Software Engineer ,2,196@gmail.com,196@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,197,197,https://www.linkedin.com/in/juanbacapaunero,Juan,Baca Paunero,Backend,Senior,Software Engineer ,2,197@gmail.com,197@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,198,198,https://www.linkedin.com/in/llibarona,Leandro,Libarona,Backend,Mid-Senior,Software Engineer,2,198@gmail.com,198@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,199,199,https://www.linkedin.com/in/matias-sarapura,Matias,Nicolas Sarapura,Backend,Senior,Software Engineer ,2,199@gmail.com,199@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,200,200,https://www.linkedin.com/in/juldiaz,Julian,Diaz,Full Stack,Senior,Software Engineer ,2,200@gmail.com,200@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,201,201,https://www.linkedin.com/in/mat%C3%ADas-cano-1b1a57135,Matías,Cano,Backend,Mid-Senior,Software Engineer,2,201@gmail.com,201@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,202,202,https://www.linkedin.com/in/sandra-untersander-8a8198,Sandra,Untersander,Backend,Staff,Software Engineer ,2,202@gmail.com,202@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,203,203,https://www.linkedin.com/in/lucas-giordano-1391972b,Lucas,Giordano,Full Stack,Senior,Senior Software Engineer,2,203@gmail.com,203@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,204,204,https://www.linkedin.com/in/juan-pablo-jacob-a6863151,Juan,Pablo Jacob,Full Stack,Senior,Lead Software Engineer ,2,204@gmail.com,204@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,205,205,https://www.linkedin.com/in/ana-czarnitzki-estrin-308961ba,Ana,Czarnitzki Estrin,Backend,Mid-Senior,Senior Software Engineer ,2,205@gmail.com,205@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,206,206,https://www.linkedin.com/in/lorena-pressiani-95623215,Lorena,Pressiani,Backend,Senior,Software Engineer ,2,206@gmail.com,206@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,207,207,https://www.linkedin.com/in/sebasti%C3%A1n-capotondo-29b13aa7,Sebastián,Capotondo,Full Stack,Senior,Senior Software Engineer,2,207@gmail.com,207@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,208,208,https://www.linkedin.com/in/javier-capotondo-1b8bb9b3,Javier,Capotondo,Full Stack,Mid-Senior,Software Engineer ,2,208@gmail.com,208@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,209,209,https://www.linkedin.com/in/adolfo-joel-c-b8875054,Adolfo,Joel C,Backend,Staff,Software Engineer,2,209@gmail.com,209@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,210,210,https://www.linkedin.com/in/juan-aller-461103a8,Juan,Aller,Backend,Senior,Software Engineer,2,210@gmail.com,210@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,211,211,https://www.linkedin.com/in/hgegenschatz,Hernan,Gegenschatz,Backend,Senior,Services Engineer ,2,211@gmail.com,211@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,212,212,https://www.linkedin.com/in/francisco-ceriani,Francisco,Ceriani,Backend,Senior,Senior Software Engineer,2,212@gmail.com,212@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,213,213,https://www.linkedin.com/in/sebastian-elizalde,Sebastian,Elizalde,Backend,Mid-Senior,Software Engineer ,2,213@gmail.com,213@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,214,214,https://www.linkedin.com/in/damiancourtil,Damian,Courtil,Backend,Staff,Software Engineer,2,214@gmail.com,214@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,215,215,https://www.linkedin.com/in/christian-chibana-32406616b,Christian,Chibana,Backend,Mid-Senior,Software Engineer ,2,215@gmail.com,215@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,216,216,https://www.linkedin.com/in/tomasfox,Tomás,Fox,Frontend,Senior,Senior Software Engineer,2,216@gmail.com,216@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,217,217,https://www.linkedin.com/in/juli%C3%A1n-galati-596111191,Julián,Galati,Full Stack,Senior,Senior Services Engineer,2,217@gmail.com,217@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,218,218,https://www.linkedin.com/in/alejandro-loose-675a43bb,Alejandro,Loose,Backend,Senior,Software Engineer ,2,218@gmail.com,218@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
,,,,,,,,,,,,,,,,,,,,,,,,,Mulesoft ,true ,22,219,219,https://www.linkedin.com/in/ericbrandwein,Eric,Brandwein,Full Stack,Senior,Software Engineer,2,219@gmail.com,219@gmail.com,Buenos Aires 🇦🇷,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,@gmail.com
